"subject_id" "activity" "mean_body_acceleration_X" "mean_body_acceleration_Y" "mean_body_acceleration_Z"
15 "STANDING" 0.278915803962264 -0.0183516360396226 -0.105910832679245
15 "WALKING" 0.273899207962963 -0.0170809740090741 -0.107621819518518
15 "WALKING_DOWNSTAIRS" 0.280198851190476 -0.00563047804309524 -0.110526066428571
15 "WALKING_UPSTAIRS" 0.270187595833333 -0.0287523860708333 -0.116952464895833
16 "LYING_DOWN" 0.274227162571429 -0.0166103510562857 -0.107310493242857
16 "SITTING" 0.280768574492754 -0.0102497939956522 -0.0891404038405797
16 "STANDING" 0.283497402948718 -0.0165999672935897 -0.103657729076923
16 "WALKING" 0.276023564509804 -0.0204286929452941 -0.108804049803922
16 "WALKING_DOWNSTAIRS" 0.295586802191489 -0.0183898583787234 -0.119873705148936
16 "WALKING_UPSTAIRS" 0.255986102627451 -0.0143654945011765 -0.124074517745098
17 "LYING_DOWN" 0.269780085577465 -0.0168462006729577 -0.107006279704225
17 "SITTING" 0.2773570196875 -0.014156274084375 -0.11362408509375
17 "STANDING" 0.277942503333333 -0.0174120064169231 -0.111432145565
17 "WALKING" 0.272341855245902 -0.0184875403339344 -0.109792122032787
17 "WALKING_DOWNSTAIRS" 0.293918283260869 -0.0167359404347826 -0.0892432745173913
17 "WALKING_UPSTAIRS" 0.252604768583333 -0.0228645614308333 -0.121290442104167
18 "LYING_DOWN" 0.274691576923077 -0.0173937684615385 -0.107698927907692
18 "SITTING" 0.27727001877193 -0.0128691279736842 -0.111904775824561
18 "STANDING" 0.278458805890411 -0.0166353518150685 -0.108453355945206
18 "WALKING" 0.273887758571429 -0.0178023631866071 -0.104218315464286
18 "WALKING_DOWNSTAIRS" 0.288439468909091 -0.0168666920221818 -0.1033908092
18 "WALKING_UPSTAIRS" 0.265401201896552 -0.0222060684378914 -0.112655891327586
19 "LYING_DOWN" 0.272653733493976 -0.0171426864421687 -0.10898146186747
19 "SITTING" 0.273830316164384 -0.016739260030137 -0.10870765430137
19 "STANDING" 0.27817226 -0.0154244056945206 -0.10904190460274
19 "WALKING" 0.273931172307692 -0.0191773587903846 -0.122736673192308
19 "WALKING_DOWNSTAIRS" 0.262688053871795 -0.0145942275069487 -0.133695240660974
19 "WALKING_UPSTAIRS" 0.242118808925 -0.0303986615775 -0.151054607725
20 "LYING_DOWN" 0.239507882205882 -0.0144406281132353 -0.104274322538235
20 "SITTING" 0.278045439090909 -0.0147229305131818 -0.108369634515151
20 "STANDING" 0.278076904657534 -0.0180695049161644 -0.100402759931507
20 "WALKING" 0.272589336470588 -0.021199992245098 -0.113539477098039
20 "WALKING_DOWNSTAIRS" 0.296144421355556 -0.00964120773155556 -0.104602925937778
20 "WALKING_UPSTAIRS" 0.252098317156863 -0.0282258047588235 -0.121023947784314
21 "LYING_DOWN" 0.271325472455556 -0.0184233048415556 -0.103253832233333
21 "SITTING" 0.27753961682353 -0.0144009705494118 -0.112057887741176
21 "STANDING" 0.27695224258427 -0.0167084730205618 -0.110417855808989
21 "WALKING" 0.279183526730769 -0.0181610317526923 -0.104319332403846
21 "WALKING_DOWNSTAIRS" 0.3014610196 -0.0173195390157778 -0.09816866218
21 "WALKING_UPSTAIRS" 0.265194544680851 -0.0237218695148936 -0.125414265340426
22 "LYING_DOWN" 0.279959721194444 -0.0142629864502778 -0.110800924652778
22 "SITTING" 0.273583822709678 -0.0123468446419355 -0.105827369516129
22 "STANDING" 0.279053861587301 -0.0158563207496825 -0.104967423820635
22 "WALKING" 0.27886459 -0.0167213607957174 -0.107112510934783
22 "WALKING_DOWNSTAIRS" 0.284458963861111 -0.0197999371686389 -0.1074157796
22 "WALKING_UPSTAIRS" 0.248391534566667 -0.0268622561133333 -0.117550861738095
23 "LYING_DOWN" 0.274038007986111 -0.0216553835833333 -0.104256776291667
23 "SITTING" 0.273351251617647 -0.0133945015676471 -0.103808679294118
23 "STANDING" 0.277899323235294 -0.0177475547867647 -0.1105970177575
23 "WALKING" 0.273211884237288 -0.0183618711932203 -0.113382994084746
23 "WALKING_DOWNSTAIRS" 0.289897411148148 -0.0162111457238889 -0.0988123712574074
23 "WALKING_UPSTAIRS" 0.249995171031373 -0.0323844029237255 -0.126890616782353
24 "LYING_DOWN" 0.272850494930556 -0.0173555210111111 -0.107236237236111
24 "SITTING" 0.273475690147059 -0.0131255097938235 -0.103041061426471
24 "STANDING" 0.280348883913043 -0.0144785340348986 -0.108222553855072
24 "WALKING" 0.276980816034483 -0.0225446400534483 -0.110595952913793
24 "WALKING_DOWNSTAIRS" 0.288631208909091 -0.0145730348310909 -0.104818820272727
24 "WALKING_UPSTAIRS" 0.269881106779661 -0.0251979434569492 -0.114248610966102
25 "LYING_DOWN" 0.250791828613699 -0.0188943663671233 -0.100428830260274
25 "SITTING" 0.278541482461538 -0.0147696808030769 -0.109160440476923
25 "STANDING" 0.278013701621622 -0.0163569730274324 -0.107352957594595
25 "WALKING" 0.278992759054054 -0.0186477624716216 -0.108737636297297
25 "WALKING_DOWNSTAIRS" 0.291329666206897 -0.0210170522987931 -0.107192376965517
25 "WALKING_UPSTAIRS" 0.277995411384615 -0.0269863524264615 -0.126210440292308
26 "LYING_DOWN" 0.271645864540789 -0.0191895728026316 -0.105002540289474
26 "SITTING" 0.258243530166667 -0.00713364541358974 -0.0974448692333333
26 "STANDING" 0.281127035405405 -0.0166608306652703 -0.110237796416216
26 "WALKING" 0.279264443728814 -0.0154259586949153 -0.108927011474576
26 "WALKING_DOWNSTAIRS" 0.2792845828 -0.01262580966778 -0.1064396194
26 "WALKING_UPSTAIRS" 0.272691394545455 -0.0281633797398182 -0.121943461236364
27 "LYING_DOWN" 0.274102492432432 -0.0179867611216216 -0.107699732837838
27 "SITTING" 0.273941302571429 -0.0155269799285714 -0.105521912588571
27 "STANDING" 0.279566921625 -0.016593236445 -0.107835818025
27 "WALKING" 0.276849485438596 -0.0166478783221912 -0.112822289263158
27 "WALKING_DOWNSTAIRS" 0.2975441875 -0.0135564467159091 -0.112837694688636
27 "WALKING_UPSTAIRS" 0.265770253921569 -0.0200953324078431 -0.123530438196078
28 "LYING_DOWN" 0.2759134825 -0.0167537858225 -0.1083448529625
28 "SITTING" 0.276977629444444 -0.0185404441258333 -0.111517939555556
28 "STANDING" 0.277795069113924 -0.0172635124672152 -0.106579385202532
28 "WALKING" 0.281228223888889 -0.0156759722981482 -0.103714705396296
28 "WALKING_DOWNSTAIRS" 0.293642076521739 -0.0220230465913044 -0.10858897408913
28 "WALKING_UPSTAIRS" 0.262005841764706 -0.0279443943478431 -0.121514025692157
29 "LYING_DOWN" 0.287295196811594 -0.0171965484202899 -0.109462068173913
29 "SITTING" 0.2771799775 -0.016630680375 -0.1104118192
29 "STANDING" 0.277965065846154 -0.0172605869061538 -0.108659067476923
29 "WALKING" 0.271999916792453 -0.0162915600588679 -0.106632427301887
29 "WALKING_DOWNSTAIRS" 0.293140441083333 -0.01494121505625 -0.0981339984895833
29 "WALKING_UPSTAIRS" 0.265423066877551 -0.0299465312326531 -0.118000587840816
30 "LYING_DOWN" 0.281033900571429 -0.0194494098614286 -0.1036581505
30 "SITTING" 0.268336081379032 -0.0080473129532258 -0.0995154461338709
30 "STANDING" 0.277112699152542 -0.0170163887813559 -0.108756209835593
30 "WALKING" 0.276406758 -0.0175880385730769 -0.0986247068969231
30 "WALKING_DOWNSTAIRS" 0.283190646967742 -0.0174383900204839 -0.099978142232258
30 "WALKING_UPSTAIRS" 0.271415642261539 -0.0253311698786154 -0.124697493775385
